taxon_oid,Add_Date,MG_ plate,Annotation_group,Genome Name / Sample Name,IMG Genome ID ,IMG Submission ID,ITS_PID,KO_count_both,Genome_size_assembl,KEGG_Count_assemb,cmd,path,code
3300004150,04/3/15,1,2,White_ThreeSqC_D1,3300004150,57970,1048151,4680433,883598516,683339,jamo fetch filtered spid 1048151 >> jamo_fetch_recored.txt,/global/dna/dm_archive/rqc/filtered_seq_unit/00/00/86/40/8640.1.107179.TGCTGG.anqdp.fastq.gz,54bb6b500d8785565d473b5b
3300004077,3/23/15,1,2,White_ThreeSqC_D2,3300004077,57972,1048160,4541990,874863250,659004,jamo fetch filtered spid 1048160 >> jamo_fetch_recored.txt,/global/dna/dm_archive/rqc/filtered_seq_unit/00/00/86/40/8640.1.107179.TTCTCC.anqdp.fastq.gz,54bb6b600d8785565d473b5d
3300014262,3/16/17,2,3,Browns_TuleA_D1,3300014262,120053,1072532,1059393,293726838,182867,jamo fetch filtered spid 1072532 >> jamo_fetch_recored.txt,/global/dna/dm_archive/rqc/filtered_seq_unit/00/00/92/60/9260.5.126922.CATTTT.anqdpht.fastq.gz,55e81d1e0d878556782dc5e3
3300014269,3/16/17,2,3,Browns_TuleB_D1,3300014269,120059,1072533,1259826,336148621,210420,jamo fetch filtered spid 1072533 >> jamo_fetch_recored.txt,/global/dna/dm_archive/rqc/filtered_seq_unit/00/00/92/60/9260.5.126922.CCAACA.anqdpht.fastq.gz,55e824270d878556782dc624
3300014299,3/16/17,2,3,Browns_TuleC_D1,3300014299,120063,1072534,1041834,251097971,181104,jamo fetch filtered spid 1072534 >> jamo_fetch_recored.txt,/global/dna/dm_archive/rqc/filtered_seq_unit/00/00/92/60/9260.5.126922.CGGAAT.anqdpht.fastq.gz,55e816080d878556782dc582
3300014307,3/16/17,2,3,Joice_CattailNLA_D1,3300014307,120067,1072535,1266657,317503538,196461,jamo fetch filtered spid 1072535 >> jamo_fetch_recored.txt,/global/dna/dm_archive/rqc/filtered_seq_unit/00/00/92/60/9260.5.126922.CTAGCT.anqdpht.fastq.gz,55e800f30d878556782dc57a
3300014295,3/16/17,2,3,Joice_CattailNLB_D1,3300014295,120071,1072536,941731,242362701,160567,jamo fetch filtered spid 1072536 >> jamo_fetch_recored.txt,/global/dna/dm_archive/rqc/filtered_seq_unit/00/00/92/60/9260.6.126935.CTATAC.anqdp.fastq.gz,55a99d5d0d87852b215087b8
3300014297,3/16/17,2,3,Joice_CattailNLC_D1,3300014297,120074,1072537,919717,236751589,154216,jamo fetch filtered spid 1072537 >> jamo_fetch_recored.txt,/global/dna/dm_archive/rqc/filtered_seq_unit/00/00/92/60/9260.6.126935.CTCAGA.anqdp.fastq.gz,55a99d640d87852b215087b9
3300014260,3/16/17,2,3,Joice_ThreeSqA_D1_rd,3300014260,120058,1072538,1076798,274310937,182326,jamo fetch filtered spid 1072538 >> jamo_fetch_recored.txt,/global/dna/dm_archive/rqc/filtered_seq_unit/00/00/92/60/9260.6.126935.GACGAC.anqdp.fastq.gz,55a99d6d0d87852b215087ba
3300014264,3/16/17,2,3,Joice_ThreeSqA_D2_rd,3300014264,120062,1072539,1218746,302794492,190300,jamo fetch filtered spid 1072539 >> jamo_fetch_recored.txt,/global/dna/dm_archive/rqc/filtered_seq_unit/00/00/92/60/9260.6.126935.TAATCG.anqdp.fastq.gz,55a99a5e0d87852b2150879a
3300014268,3/16/17,2,3,MayberryNE_CattailA_D1,3300014268,120057,1072540,1479324,348333830,212883,jamo fetch filtered spid 1072540 >> jamo_fetch_recored.txt,/global/dna/dm_archive/rqc/filtered_seq_unit/00/00/92/60/9260.6.126935.TACAGC.anqdp.fastq.gz,55a99a650d87852b2150879b
3300014302,3/16/17,2,3,MayberryNE_CattailA_D2,3300014302,120088,1072541,1234744,287967307,186046,jamo fetch filtered spid 1072541 >> jamo_fetch_recored.txt,/global/dna/dm_archive/rqc/filtered_seq_unit/00/00/92/60/9260.6.126935.TATAAT.anqdp.fastq.gz,55a9a9210d87852b21508804
3300014259,3/16/17,2,3,MayberryNE_CattailB_D1,3300014259,120044,1072542,1242892,292498330,189636,jamo fetch filtered spid 1072542 >> jamo_fetch_recored.txt,/global/dna/dm_archive/rqc/filtered_seq_unit/00/00/92/60/9260.6.126935.TCATTC.anqdp.fastq.gz,55a9a9260d87852b21508805
3300014254,3/15/17,2,3,MayberryNE_CattailB_D2,3300014254,120047,1072543,1078720,252166462,158702,jamo fetch filtered spid 1072543 >> jamo_fetch_recored.txt,/global/dna/dm_archive/rqc/filtered_seq_unit/00/00/92/60/9260.6.126935.TCCCGA.anqdp.fastq.gz,55a9a4520d87852b215087e3
3300014267,3/16/17,2,3,MayberryNE_CattailC_D1,3300014267,120051,1072544,1503334,349172545,202643,jamo fetch filtered spid 1072544 >> jamo_fetch_recored.txt,/global/dna/dm_archive/rqc/filtered_seq_unit/00/00/92/60/9260.6.126935.TCGAAG.anqdp.fastq.gz,55a9a4580d87852b215087e4
3300014265,3/16/17,2,3,MayberryNE_CattailC_D2,3300014265,120055,1072545,1265595,301303268,192738,jamo fetch filtered spid 1072545 >> jamo_fetch_recored.txt,/global/dna/dm_archive/rqc/filtered_seq_unit/00/00/92/60/9260.6.126935.TCGGCA.anqdp.fastq.gz,55a9a45c0d87852b215087e5
3300014258,3/16/17,2,3,MayberryNE_TuleA_D1,3300014258,120061,1072546,759057,228636343,149476,jamo fetch filtered spid 1072546 >> jamo_fetch_recored.txt,/global/dna/dm_archive/rqc/filtered_seq_unit/00/00/92/60/9260.6.126935.AAACAT.anqdp.fastq.gz,55a9a4620d87852b215087e6
3300014314,3/16/17,2,3,MayberryNE_TuleA_D2,3300014314,120064,1072547,1359345,349343609,216850,jamo fetch filtered spid 1072547 >> jamo_fetch_recored.txt,/global/dna/dm_archive/rqc/filtered_seq_unit/00/00/92/60/9260.6.126935.AAAGCA.anqdp.fastq.gz,55a9a92c0d87852b21508806
3300014309,3/16/17,2,3,MayberryNE_TuleB_D1,3300014309,120068,1072548,1012969,310468817,184441,jamo fetch filtered spid 1072548 >> jamo_fetch_recored.txt,/global/dna/dm_archive/rqc/filtered_seq_unit/00/00/92/60/9260.7.126948.AAATGC.anqdpht.fastq.gz,55ea59800d878556782dcf02
3300014256,3/16/17,2,3,MayberryNE_TuleB_D2,3300014256,120050,1072549,914728,254405694,170879,jamo fetch filtered spid 1072549 >> jamo_fetch_recored.txt,/global/dna/dm_archive/rqc/filtered_seq_unit/00/00/92/60/9260.7.126948.AACAAA.anqdpht.fastq.gz,55e8392b0d878556782dc68d
3300014257,3/16/17,2,3,MayberryNE_TuleC_D1,3300014257,120046,1072550,931050,265044364,172920,jamo fetch filtered spid 1072550 >> jamo_fetch_recored.txt,/global/dna/dm_archive/rqc/filtered_seq_unit/00/00/92/60/9260.7.126948.AACTTG.anqdpht.fastq.gz,55e82df50d878556782dc687
3300014255,3/16/17,2,3,MayberryNE_TuleC_D2,3300014255,120049,1072551,784329,228486620,141013,jamo fetch filtered spid 1072551 >> jamo_fetch_recored.txt,/global/dna/dm_archive/rqc/filtered_seq_unit/00/00/92/60/9260.7.126948.AAGACT.anqdpht.fastq.gz,55e7e79e0d878556782dc56f
3300014300,3/16/17,2,3,MayberryNW_CattailA_D1,3300014300,120083,1072552,998761,268130193,179089,jamo fetch filtered spid 1072552 >> jamo_fetch_recored.txt,/global/dna/dm_archive/rqc/filtered_seq_unit/00/00/92/60/9260.7.126948.AAGCGA.anqdpht.fastq.gz,55e7af770d878556782dc54c
3300014311,3/16/17,2,3,MayberryNW_CattailB_D1,3300014311,120086,1072553,1236306,327069936,207324,jamo fetch filtered spid 1072553 >> jamo_fetch_recored.txt,/global/dna/dm_archive/rqc/filtered_seq_unit/00/00/92/60/9260.7.126948.AAGGAC.anqdpht.fastq.gz,55e793440d878556782dc51b
3300014301,3/16/17,2,3,MayberryNW_TuleA_D1,3300014301,120089,1072554,1073039,283072386,182068,jamo fetch filtered spid 1072554 >> jamo_fetch_recored.txt,/global/dna/dm_archive/rqc/filtered_seq_unit/00/00/92/60/9260.7.126948.AATAGG.anqdpht.fastq.gz,55e79e8b0d878556782dc532
3300014263,3/16/17,2,3,MayberryNW_TuleC_D1,3300014263,120045,1072555,1246044,296321957,191202,jamo fetch filtered spid 1072555 >> jamo_fetch_recored.txt,/global/dna/dm_archive/rqc/filtered_seq_unit/00/00/92/60/9260.7.126948.ACAAAC.anqdpht.fastq.gz,55e789710d878556782dc4fd
3300014270,3/16/17,2,3,MayberrySE_CattailA_D1,3300014270,120048,1072556,1557385,380320175,254319,jamo fetch filtered spid 1072556 >> jamo_fetch_recored.txt,/global/dna/dm_archive/rqc/filtered_seq_unit/00/00/92/60/9260.7.126948.ACATCT.anqdpht.fastq.gz,55e7acab0d878556782dc54b
3300014271,3/16/17,2,3,MayberrySE_CattailA_D2,3300014271,120052,1072557,1783397,454188530,259606,jamo fetch filtered spid 1072557 >> jamo_fetch_recored.txt,/global/dna/dm_archive/rqc/filtered_seq_unit/00/00/92/60/9260.7.126948.ACCCAG.anqdpht.fastq.gz,55e785500d878556782dc4fc
3300014272,3/16/17,2,3,MayberrySE_CattailB_D1,3300014272,120056,1072558,2078909,539452743,296000,jamo fetch filtered spid 1072558 >> jamo_fetch_recored.txt,/global/dna/dm_archive/rqc/filtered_seq_unit/00/00/92/60/9260.7.126948.ACCGGC.anqdpht.fastq.gz,55e77e370d878556782dc4f1
3300014310,3/16/17,2,3,MayberrySE_TuleA_D1,3300014310,120090,1072562,1544378,334884573,207657,jamo fetch filtered spid 1072562 >> jamo_fetch_recored.txt,/global/dna/dm_archive/rqc/filtered_seq_unit/00/00/92/69/9269.1.127443.AGATAG.anqdp.fastq.gz,55a6bd840d87852b21507ebe
3300014316,3/16/17,2,3,RushMan_CattailNLC_D1,3300014316,120076,1072570,1672833,390223694,245638,jamo fetch filtered spid 1072570 >> jamo_fetch_recored.txt,/global/dna/dm_archive/rqc/filtered_seq_unit/00/00/92/70/9270.1.127395.CCCATG.anqdp.fastq.gz,55a6af9f0d87852b21507db4
3300014304,3/16/17,2,3,RushMan_ThreeSqA_D1,3300014304,120079,1072571,1102942,274022087,198254,jamo fetch filtered spid 1072571 >> jamo_fetch_recored.txt,/global/dna/dm_archive/rqc/filtered_seq_unit/00/00/92/70/9270.1.127395.CCGCAA.anqdp.fastq.gz,55a6b01d0d87852b21507dba
3300014298,3/16/17,2,3,RushMan_ThreeSqB_D1,3300014298,120082,1072572,1009054,246999975,183422,jamo fetch filtered spid 1072572 >> jamo_fetch_recored.txt,/global/dna/dm_archive/rqc/filtered_seq_unit/00/00/92/70/9270.1.127395.CCTTAG.anqdp.fastq.gz,55a6b02e0d87852b21507dbc
3300014320,3/16/17,2,3,RushOxbow_ThreeSqA_D1,3300014320,120085,1072573,1530855,409248141,246446,jamo fetch filtered spid 1072573 >> jamo_fetch_recored.txt,/global/dna/dm_archive/rqc/filtered_seq_unit/00/00/92/70/9270.1.127395.CGAGAA.anqdp.fastq.gz,55a6b06c0d87852b21507dc0
3300014317,3/16/17,2,3,RushOxbow_ThreeSqB_D1,3300014317,120072,1072574,1475585,361656808,252011,jamo fetch filtered spid 1072574 >> jamo_fetch_recored.txt,/global/dna/dm_archive/rqc/filtered_seq_unit/00/00/92/70/9270.1.127395.CTGCTG.anqdp.fastq.gz,55a6b0b60d87852b21507dc4
3300014296,3/16/17,2,3,RushOxbow_ThreeSqC_D1,3300014296,120075,1072575,1029009,255973839,178259,jamo fetch filtered spid 1072575 >> jamo_fetch_recored.txt,/global/dna/dm_archive/rqc/filtered_seq_unit/00/00/92/70/9270.1.127395.GAAACC.anqdp.fastq.gz,55a6b0e50d87852b21507dca
3300014312,3/16/17,2,3,RushSE_CattailNLA_D1,3300014312,120077,1072576,1328670,324997106,209768,jamo fetch filtered spid 1072576 >> jamo_fetch_recored.txt,/global/dna/dm_archive/rqc/filtered_seq_unit/00/00/92/70/9270.1.127395.GAATAA.anqdp.fastq.gz,55a6b10b0d87852b21507dce
3300014306,3/16/17,2,3,RushSE_CattailNLB_D1,3300014306,120081,1072577,1139965,296467714,190213,jamo fetch filtered spid 1072577 >> jamo_fetch_recored.txt,/global/dna/dm_archive/rqc/filtered_seq_unit/00/00/92/70/9270.1.127395.GACGGA.anqdp.fastq.gz,55a6b1530d87852b21507dd2
3300014313,3/16/17,2,3,RushSE_CattailNLC_D1,3300014313,120084,1072578,1333711,325623163,212936,jamo fetch filtered spid 1072578 >> jamo_fetch_recored.txt,/global/dna/dm_archive/rqc/filtered_seq_unit/00/00/92/70/9270.1.127395.GATATA.anqdp.fastq.gz,55a6b15a0d87852b21507dd3
3300014319,3/16/17,2,3,RushSE_TuleA_D1,3300014319,120087,1072579,1634561,396978195,260395,jamo fetch filtered spid 1072579 >> jamo_fetch_recored.txt,/global/dna/dm_archive/rqc/filtered_seq_unit/00/00/92/70/9270.1.127395.GATGCT.anqdp.fastq.gz,55a6b1a70d87852b21507dd8
3300014305,3/16/17,2,3,RushSE_TuleB_D1,3300014305,120066,1072580,1217624,296401648,196897,jamo fetch filtered spid 1072580 >> jamo_fetch_recored.txt,/global/dna/dm_archive/rqc/filtered_seq_unit/00/00/92/70/9270.1.127395.GCAAGG.anqdp.fastq.gz,55a6b1cd0d87852b21507ddb
3300014315,3/16/17,2,3,RushSE_TuleC_D1,3300014315,120070,1072581,1390701,351923506,233059,jamo fetch filtered spid 1072581 >> jamo_fetch_recored.txt,/global/dna/dm_archive/rqc/filtered_seq_unit/00/00/92/70/9270.2.127407.GCACTT.anqdp.fastq.gz,55a6b21b0d87852b21507de0
3300014318,3/16/17,2,3,Sandmound_ThreeSqA_D1_rd,3300014318,120091,1072582,1642355,362213290,257271,jamo fetch filtered spid 1072582 >> jamo_fetch_recored.txt,/global/dna/dm_archive/rqc/filtered_seq_unit/00/00/92/70/9270.2.127407.GCCTTA.anqdp.fastq.gz,55a6b2c30d87852b21507de6
3300014324,3/17/17,2,3,Sandmound_TuleA_D1,3300014324,120092,1072583,2199314,502229222,342473,jamo fetch filtered spid 1072583 >> jamo_fetch_recored.txt,/global/dna/dm_archive/rqc/filtered_seq_unit/00/00/92/70/9270.2.127407.GCTCCA.anqdp.fastq.gz,55a6b2d90d87852b21507de8
3300014321,3/17/17,2,3,Sandmound_TuleB_D1,3300014321,120080,1072584,1675060,381838146,269849,jamo fetch filtered spid 1072584 >> jamo_fetch_recored.txt,/global/dna/dm_archive/rqc/filtered_seq_unit/00/00/92/70/9270.2.127407.GGCACA.anqdp.fastq.gz,55a6b3390d87852b21507dee
3300014308,3/16/17,2,3,Sandmound_TuleC_D1,3300014308,120065,1072585,1309079,295352678,214582,jamo fetch filtered spid 1072585 >> jamo_fetch_recored.txt,/global/dna/dm_archive/rqc/filtered_seq_unit/00/00/92/70/9270.2.127407.GGCCTG.anqdp.fastq.gz,55a6b3480d87852b21507df0
3300014322,3/17/17,2,3,WestPond_CattailA_D1,3300014322,120069,1072586,1633489,400477794,250596,jamo fetch filtered spid 1072586 >> jamo_fetch_recored.txt,/global/dna/dm_archive/rqc/filtered_seq_unit/00/00/92/70/9270.2.127407.TGAATG.anqdp.fastq.gz,55a6b38f0d87852b21507df4
3300014323,3/17/17,2,3,WestPond_CattailB_D1,3300014323,120073,1072587,1558659,391579058,249936,jamo fetch filtered spid 1072587 >> jamo_fetch_recored.txt,/global/dna/dm_archive/rqc/filtered_seq_unit/00/00/92/70/9270.2.127407.TGCCAT.anqdp.fastq.gz,55a6b3ba0d87852b21507df7
3300014303,3/16/17,2,3,WestPond_TuleA_D1,3300014303,120078,1072589,1058736,270217193,183774,jamo fetch filtered spid 1072589 >> jamo_fetch_recored.txt,/global/dna/dm_archive/rqc/filtered_seq_unit/00/00/92/70/9270.2.127407.TGGCGC.anqdp.fastq.gz,55a6b4190d87852b21507dfc
3300014266,3/16/17,2,3,WestPond_TuleB_D1,3300014266,120054,1072590,1120985,285945592,199700,jamo fetch filtered spid 1072590 >> jamo_fetch_recored.txt,/global/dna/dm_archive/rqc/filtered_seq_unit/00/00/92/70/9270.2.127407.TTCGAA.anqdp.fastq.gz,55a6b47b0d87852b21507e02
3300014261,3/16/17,2,3,WestPond_TuleC_D1,3300014261,120060,1072591,1129146,269317205,188687,jamo fetch filtered spid 1072591 >> jamo_fetch_recored.txt,/global/dna/dm_archive/rqc/filtered_seq_unit/00/00/92/70/9270.2.127407.TTCTCC.anqdp.fastq.gz,55a6b4a50d87852b21507e04
